TCGA-05-4249-01A	0.455730048295444
TCGA-05-4250-01A	0.574642489674159
TCGA-05-4382-01A	0.323864787287488
TCGA-05-4384-01A	0.343909975217021
TCGA-05-4389-01A	0.681194019055635
TCGA-05-4390-01A	0.581044043005692
TCGA-05-4396-01A	0.377877775380562
TCGA-05-4397-01A	0.783185435849061
TCGA-05-4398-01A	0.524384234229669
TCGA-05-4402-01A	0.395327249989111
TCGA-05-4403-01A	0.373853411735019
TCGA-05-4405-01A	0.328238505905144
TCGA-05-4415-01A	0.826717797043292
TCGA-05-4417-01A	0.338353680831494
TCGA-05-4418-01A	0.597250259309061
TCGA-05-4420-01A	0.628890677214392
TCGA-05-4422-01A	0.592691039621363
TCGA-05-4424-01A	0.579880353281537
TCGA-05-4425-01A	0.481148109419783
TCGA-05-4426-01A	0.430534026665921
TCGA-05-4427-01A	0.506835727072047
TCGA-05-4430-01A	0.335017917222437
TCGA-05-4432-01A	0.554862214923756
TCGA-05-4433-01A	0.489431843412829
TCGA-05-4434-01A	0.49705037668199
TCGA-05-5420-01A	0.713321076767243
TCGA-05-5423-01A	0.537640752024465
TCGA-05-5425-01A	0.608377449344102
TCGA-05-5428-01A	0.761452120587164
TCGA-05-5429-01A	0.550148825679556
TCGA-05-5715-01A	0.476062439518806
TCGA-35-3615-01A	0.538607788535877
TCGA-35-4122-01A	0.688391277327529
TCGA-35-4123-01A	0.612407478408097
TCGA-35-5375-01A	0.741863880539034
TCGA-38-4625-01A	0.802288125801719
TCGA-38-4626-01A	0.27245338420641
TCGA-38-4627-01A	0.124508206539852
TCGA-38-4628-01A	0.537003032523248
TCGA-38-4629-01A	0.507151075163126
TCGA-38-4630-01A	0.798012136056226
TCGA-38-4631-01A	0.765269126234639
TCGA-38-4632-01A	0.646107199786948
TCGA-38-6178-01A	0.424299535824393
TCGA-38-7271-01A	0.371813541387725
TCGA-38-A44F-01A	0.196602807243403
TCGA-44-2655-01A	0.483408573507145
TCGA-44-2656-01A	0.562861041592325
TCGA-44-2657-01A	0.41438525625248
TCGA-44-2659-01A	0.396607153740092
TCGA-44-2661-01A	0.371842907958754
TCGA-44-2662-01A	0.561271055196357
TCGA-44-2665-01A	0.238059284362907
TCGA-44-2666-01A	0.57143072998957
TCGA-44-2668-01A	0.488968924282221
TCGA-44-3396-01A	0.399669814384552
TCGA-44-3398-01A	0.30336786747802
TCGA-44-3917-01A	0.829686741117753
TCGA-44-3918-01A	0.455961150758641
TCGA-44-3919-01A	0.408905095515224
TCGA-44-4112-01A	0.396464999581926
TCGA-44-5643-01A	0.914560996701051
TCGA-44-5644-01A	0.58432599078297
TCGA-44-5645-01A	0.360794891287788
TCGA-44-6145-01A	0.41344111759568
TCGA-44-6146-01A	0.416991623797566
TCGA-44-6147-01A	0.313892630153939
TCGA-44-6148-01A	0.0821113901830606
TCGA-44-6774-01A	0.189235237468188
TCGA-44-6775-01A	0.378783679843767
TCGA-44-6776-01A	0.470077192279117
TCGA-44-6777-01A	0.24640577816106
TCGA-44-6778-01A	0.543824158240607
TCGA-44-6779-01A	0.453420385378109
TCGA-44-7659-01A	0.463593366920129
TCGA-44-7660-01A	0.833538796447024
TCGA-44-7661-01A	0.436087738972088
TCGA-44-7662-01A	0.440919766426825
TCGA-44-7667-01A	0.989335850071123
TCGA-44-7669-01A	0.811325156101427
TCGA-44-7670-01A	0.652288224434
TCGA-44-7671-01A	0.422584853435747
TCGA-44-7672-01A	0.385304802818651
TCGA-44-8117-01A	0.432374408376571
TCGA-44-8119-01A	0.392716522630705
TCGA-44-8120-01A	0.221928245264746
